TimeStamp,Date,Time,SQF,Main,Description,Temperature,Humidity,Clouds,Rain,Wind Speed
1.60584E+12,20,08:28:13,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:30:18,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:30:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:32:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:36:36,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:36:40,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:38:41,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:40:46,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:42:51,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:44:58,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:46:40,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:49:08,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:50:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:52:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:54:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:56:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,08:58:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:00:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:03:56,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:06:01,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:06:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:08:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:10:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:14:23,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:14:40,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:16:40,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:18:40,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:20:51,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:22:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:25:02,162,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:27:06,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:29:13,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60584E+12,20,09:30:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:33:23,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:35:28,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:36:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:39:40,165,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:41:44,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:43:50,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:44:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:46:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:48:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:50:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:54:18,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:56:23,165,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:58:28,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,09:58:40,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:02:39,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:02:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:04:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:06:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:08:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:10:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:13:06,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:15:21,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:17:28,163,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:19:32,164,Smoke,smoke,22.12,40,0,No Rain,3.1
1.60585E+12,20,10:20:40,164,Smoke,smoke,22.12,40,0,No Rain,3.1
